Document,Topic,Name,Representation
"kentucky your  senators are voting with democrats to halt trumps reciprocal tariff their betrayal was successful dems passed resolution  
kentucky you overwhelmingly voted for trump your senators are failing you and us please let them know your disappointment",150,150_senate_senators_resolution_vote,"['senate', 'senators', 'resolution', 'vote', 'measure', 'republicans', 'voted', 'washington', 'powers', 'stalled']"
democrats senate resolution to block president trumps right to impose tariffs fails to pass,150,150_senate_senators_resolution_vote,"['senate', 'senators', 'resolution', 'vote', 'measure', 'republicans', 'voted', 'washington', 'powers', 'stalled']"
"kuala lumpur may   prime minister datuk seri anwar ibrahim today confirmed that malaysia has initiated early discussions with the united states on the  per cent reciprocal tariffs imposed under the us liberation day trade policy

 ",151,151_urges_slightly_admits_hitting,"['urges', 'slightly', 'admits', 'hitting', 'minister', 'pm', 'prime', 'received', 'growth', 'united']"
malaysias prime minister anwar ibrahim said ahead of a highstakes asean summit set to open monday in kuala lumpur southeast asias nation bloc is called to deepen trade ties with china and other partners as it faces sweeping us tariffs ,151,151_urges_slightly_admits_hitting,"['urges', 'slightly', 'admits', 'hitting', 'minister', 'pm', 'prime', 'received', 'growth', 'united']"
 its just that the philippines having the second lowest reciprocal tariff in asean seems more advantageous than disastrous israel is also a strong us ally and they received  as well ,151,151_urges_slightly_admits_hitting,"['urges', 'slightly', 'admits', 'hitting', 'minister', 'pm', 'prime', 'received', 'growth', 'united']"
"trade talks between the philippines and the united states could lead to a percent reciprocal tariff being lowered to  to percent anz research said

a deal could be announced by the end of june it added
",151,151_urges_slightly_admits_hitting,"['urges', 'slightly', 'admits', 'hitting', 'minister', 'pm', 'prime', 'received', 'growth', 'united']"
"philippines eyes positive outcomes from us investment trip amid tariff concerns
read  ",151,151_urges_slightly_admits_hitting,"['urges', 'slightly', 'admits', 'hitting', 'minister', 'pm', 'prime', 'received', 'growth', 'united']"
 theres never any riots or chaos until trump instigates his propaganda in order to gaslight us from epstein his failed tariff agreements and his criminal big ugly bullshit bill,152,152_chaos_corruption_reckless_hedge,"['chaos', 'corruption', 'reckless', 'hedge', 'sec', 'closed', 'funds', 'ignores', 'street', 'behind']"
"trump started with an economy that was the envy of the world and trashed it with tariff chaos and endemic corruption
",152,152_chaos_corruption_reckless_hedge,"['chaos', 'corruption', 'reckless', 'hedge', 'sec', 'closed', 'funds', 'ignores', 'street', 'behind']"
" trumps chaotic economic programs are little more than market manipulations to increase his wealth he made nearly  billion threatening and then pulling back in his tariff threats 
tacotrump",152,152_chaos_corruption_reckless_hedge,"['chaos', 'corruption', 'reckless', 'hedge', 'sec', 'closed', 'funds', 'ignores', 'street', 'behind']"
  trumpamphisknew but instead of tryingfix itampfocus ondisadvantage laws towardscompanies they created chaos going after everybody without much of the plantariff delegations said that muchampnow trump meeting with different companies after the fact is counterproductive,152,152_chaos_corruption_reckless_hedge,"['chaos', 'corruption', 'reckless', 'hedge', 'sec', 'closed', 'funds', 'ignores', 'street', 'behind']"
  you are such a kiss ass whats going on in america is trump causing chaos and lying about tariff deals name   tanking the stock market and irasks threatening allies while abandoning ukraine bullying anyone who opposes or disagrees with would be dictator disgusting,152,152_chaos_corruption_reckless_hedge,"['chaos', 'corruption', 'reckless', 'hedge', 'sec', 'closed', 'funds', 'ignores', 'street', 'behind']"
 if a non us made aircraft enters us air space then it has to pay tariff for each mile it is in us air space   ,153,153_plane_gift_brings_owe,"['plane', 'gift', 'brings', 'owe', 'aircraft', 'value', 'air', 'though', 'commercial', 'space']"
" 

trump trumptariff banama swissegypt 

as for american warships they may be allowed to pass if it is related to a war on terrorism or to both parties 

however if they are american commercial ships it will not be approved because the matter is commercial and panama",153,153_plane_gift_brings_owe,"['plane', 'gift', 'brings', 'owe', 'aircraft', 'value', 'air', 'though', 'commercial', 'space']"
 when he brings that plane to the us doesnt he owe the tariff on the value even though its a gift,153,153_plane_gift_brings_owe,"['plane', 'gift', 'brings', 'owe', 'aircraft', 'value', 'air', 'though', 'commercial', 'space']"
 if he brings that plane to the us doesnt he owe the tariff on the value even though its a gift,153,153_plane_gift_brings_owe,"['plane', 'gift', 'brings', 'owe', 'aircraft', 'value', 'air', 'though', 'commercial', 'space']"
 trump should have to pay a  tariff on his new plane ,153,153_plane_gift_brings_owe,"['plane', 'gift', 'brings', 'owe', 'aircraft', 'value', 'air', 'though', 'commercial', 'space']"
no trumpxi tariff talks underway china says ,154,154_talks_underway_says_negotiations,"['talks', 'underway', 'says', 'negotiations', 'no', 'china', 'donaldtrump', 'there', 'rejects', 'cnbc']"
china says there are no tariff negotiations with trump ,154,154_talks_underway_says_negotiations,"['talks', 'underway', 'says', 'negotiations', 'no', 'china', 'donaldtrump', 'there', 'rejects', 'cnbc']"
china insists no tariff talks underway with trump and xi or top aides despite us claims  cnbc  via ,154,154_talks_underway_says_negotiations,"['talks', 'underway', 'says', 'negotiations', 'no', 'china', 'donaldtrump', 'there', 'rejects', 'cnbc']"
china rejects trump claim of tariff talks with xi  the new york times  via ,154,154_talks_underway_says_negotiations,"['talks', 'underway', 'says', 'negotiations', 'no', 'china', 'donaldtrump', 'there', 'rejects', 'cnbc']"
"video china says there are no tariff negotiations with trump donaldtrump southchina china
",154,154_talks_underway_says_negotiations,"['talks', 'underway', 'says', 'negotiations', 'no', 'china', 'donaldtrump', 'there', 'rejects', 'cnbc']"
 the point of doge was to find offsetting  which would mitigate the tax relief in bbb addressing tariff imbalance also will help the deficit trump is shifting from endless  printing to other solutions he is amazing trying to wean dems from credit reliance,155,155_doge_saving_bringing_billion,"['doge', 'saving', 'bringing', 'billion', 'republicans', 'collapse', 'saved', 'america', 'day', 'financial']"
"   how much has trump saved us
 from not taking a salary
 billion through doge
tariff revenue will bring in trillions",155,155_doge_saving_bringing_billion,"['doge', 'saving', 'bringing', 'billion', 'republicans', 'collapse', 'saved', 'america', 'day', 'financial']"
 no no direct salary for doge but it gets to gut the agencies that regulate his companies in order to prevent multiple lawsuits and fines agencies that would have regulated safety features on tesla robo taxi also secure back room deals from trumps tariff negotiations billions,155,155_doge_saving_bringing_billion,"['doge', 'saving', 'bringing', 'billion', 'republicans', 'collapse', 'saved', 'america', 'day', 'financial']"
"president trump wins most productive first  days
  trillion in new investment in america
  billion a day in tariff savings  trillion a year
 closed the border
 deporting killers rapist and criminals incarcerating terrorists
 resetting global commerce ",155,155_doge_saving_bringing_billion,"['doge', 'saving', 'bringing', 'billion', 'republicans', 'collapse', 'saved', 'america', 'day', 'financial']"
"trump says us taking in  billion a day from tariffs  

america is earning  billion a day from tariff s trumptariffs doge saving us  bringing in  is saving america from financial collapse
republicans",155,155_doge_saving_bringing_billion,"['doge', 'saving', 'bringing', 'billion', 'republicans', 'collapse', 'saved', 'america', 'day', 'financial']"
"scoop newsom launches campaign to entice reluctant canadians to visit california amid trump tariff push 
worldnews 
newsom 
scoop 
launches 
to 
campaign  ",156,156_summit_finance_leaders_canada,"['summit', 'finance', 'leaders', 'canada', 'tensions', 'east', 'newsom', 'russia', 'disputes', 'reportedly']"
"g summit shifts focus to israeliran conflict as global tensions rise

g summit in alberta canada starting june   pivots to israels attacks on iran

originally set to tackle russiaukraine war and trumps tariff plans

israels strikes without clear us",156,156_summit_finance_leaders_canada,"['summit', 'finance', 'leaders', 'canada', 'tensions', 'east', 'newsom', 'russia', 'disputes', 'reportedly']"
"g leaders struggle for unity over trumps russia comments tariff policy   g canada markcarney ukraineconflict g us donaldtrump russia ustariffs

 ",156,156_summit_finance_leaders_canada,"['summit', 'finance', 'leaders', 'canada', 'tensions', 'east', 'newsom', 'russia', 'disputes', 'reportedly']"
world briefing by cj williams g allies poised to challenge trump at canadahosted summit in defiance of his tariff and territorial seizure threats russia opens new front in ukraine as world attention again drifts from putins evasion of peace talks bskysocial,156,156_summit_finance_leaders_canada,"['summit', 'finance', 'leaders', 'canada', 'tensions', 'east', 'newsom', 'russia', 'disputes', 'reportedly']"
" leaders meet in canada under the shadow of trumps tariff war and growing global military tensions
gsummit tradewar trumptariffs gcanada   canadaus geopoliticalcrisis 
",156,156_summit_finance_leaders_canada,"['summit', 'finance', 'leaders', 'canada', 'tensions', 'east', 'newsom', 'russia', 'disputes', 'reportedly']"
